id_producto,marca_producto,nombre_producto,sku,precio,costo,peso,sin_aditivos,bajo_en_calorías
727, La Pampa, Helado de fresa,191693845807-8,2.19,0.83,22.1,1,1
728, La Pampa, Pimientos verdes,199700646340-3,2.17,0.79,18,,1
729, La Pampa, Atún en lata,51862253963-6,1.97,0.66,18.6,1,1
730, La Pampa, Almendras naturales,196115916906-8,1.97,0.82,9.9,1,1
731, La Pampa, Mantequilla de maní,213700091898-3,4.36,1.29,14.4,,
732, La Pampa, Refresco de toronja,25225717960-4,1.04,0.35,10.4,1,
733, La Pampa, Mostaza,204855949699-5,2.23,1.06,17.4,1,1
734, La Pampa, Espinacas congeladas,152628438173-7,0.72,0.29,20.1,,
735, El Amanecer, Jugo de manzana,206530633032-4,1.68,0.78,6.8,,
736, El Amanecer, Galletas de avena,138524883209-6,2.44,0.94,10.6,,
737, El Amanecer, Cereal de maíz,121673940480-1,1.47,0.52,12.2,1,
738, El Amanecer, Chocolate negro,134940153777-1,2.12,0.63,7.5,1,
739, El Amanecer, Refresco de cola,117980635226-3,2.73,1.08,11.2,1,
740, El Amanecer, Arándanos frescos,60493710935-2,2.26,0.98,13.1,,
741, El Amanecer, Mantequilla,109136493027-5,0.84,0.38,17,,
742, El Amanecer, Pan integral,187896431148-3,2.83,0.89,12.3,,
743, El Amanecer, Mostaza,165786075651-4,1.1,0.41,9.9,1,
744, El Amanecer, Pimientos amarillos,173792876182-5,4.48,1.99,13.7,1,
745, El Amanecer, Salsa de pescado,25954483805-7,0.97,0.33,9,1,
746, El Amanecer, Galletas integrales,170208146750-7,4.56,1.71,10.5,1,
747, El Amanecer, Café colombiano,213591516077-1,2.1,0.8,14.3,1,
748, El Amanecer, Arándanos frescos,151343048512-6,2.52,1.1,9.6,1,
749, El Amanecer, Espinacas congeladas,123973280251-2,3.06,1.18,13.4,1,
750, El Amanecer, Jugo de arándano,71745768725-3,2.23,0.75,16.3,,
751, El Amanecer, Mantequilla de maní,125647963583-7,2.51,1.14,11.6,,
752, El Amanecer, Lechuga iceberg,209667314469-7,0.97,0.31,15.4,,
753, El Amanecer, Té verde,40791271029-7,2.17,0.7,17.3,1,
754, El Atardecer, Canela en polvo,54057484327-7,2.94,1.22,12.6,1,
755, El Atardecer, Salchichas,173453404009-7,3.41,1.31,16.4,1,
756, El Atardecer, Mantequilla de maní,35192386089-5,3.07,1.12,18,1,
757, El Atardecer, Salchichas,83835168181-9,1.68,0.78,21.7,,
758, El Atardecer, Aceitunas verdes,162595106302-3,3.65,1.48,18.4,1,
759, El Atardecer, Limones frescos,140484750805-1,2.17,0.67,18.9,,
760, El Atardecer, Yogur de frutas,93516652046-1,2.14,0.76,22.8,,
761, El Atardecer, Carne de res,207653158961-4,1.95,0.6,19,,
762, El Atardecer, Té negro,144906821906-5,4.24,1.6,22.9,,
763, El Atardecer, Espaguetis de trigo integral,133315291941-7,2.92,0.95,6.6,1,
764, El Atardecer, Lentejas secas,206815817295-9,4.36,1.86,16.7,,
765, El Atardecer, Espinacas congeladas,43697056113-6,2.2,0.87,20.6,,
766, El Atardecer, Mostaza,46444443881-6,0.71,0.25,21.1,1,
767, El Atardecer, Papas fritas,100346638737-6,1.66,0.58,17.7,1,
768, El Atardecer, Fresas frescas,184365989625-5,3.16,1.03,21.5,,
769, El Atardecer, Pimientos naranjas,222489946185-9,0.68,0.28,22.1,,
770, El Atardecer, Pollo fresco,28756159483-3,2.1,0.92,9.2,,
771, El Atardecer, Refresco de naranja,148152079165-7,1.28,0.4,22.2,1,
772, El Atardecer, Salsa de tomate,90665154874-4,2.22,0.79,7.3,1,
773, El Atardecer, Galletas integrales,60353179274-1,0.81,0.27,11.1,1,
774, El Atardecer, Berenjenas,139113117396-3,2.81,1.39,6.4,1,
775, El Atardecer, Leche de almendras,117002761899-2,1.09,0.46,21.7,1,
776, El Atardecer, Espárragos frescos,70034663140-6,4.46,1.94,6.5,1,
777, El Atardecer, Frijoles negros,184171170055-8,4.26,1.73,18.6,1,
778, El Atardecer, Almendras naturales,121424833000-2,3.12,1.17,22.4,1,
779, El Atardecer, Mostaza,109833303032-2,2.07,0.91,8.5,,
780, El Atardecer, Huevos orgánicos,183333828389-5,3.25,1.03,20.5,,
781, El Atardecer, Berenjenas,100989160835-8,4.53,1.38,7.6,,
782, El Atardecer, Atún en lata,229962454973-2,2.68,1.06,9.5,1,
783, El Atardecer, Galletas integrales,76864649831-2,2.83,1.01,13.2,1,
784, El Atardecer, Yogur de vainilla,160884000717-1,0.6,0.28,8.6,1,
785, El Atardecer, Yogur natural,199007957279-5,2.61,0.98,10.1,1,
786, El Alba, Pepinos frescos,212274170577-6,1.11,0.48,13.9,,
787, El Alba, Cereal de avena,124670090256-6,1.71,0.71,13.7,,1
788, La Noche, Aceitunas verdes,67183165966-4,0.63,0.19,22.1,,
789, La Noche, Leche entera,115825948057-9,4.15,1.97,20.7,1,
790, La Noche, Mermelada de fresa,194585886178-7,0.88,0.31,13,1,
791, La Noche, Café colombiano,143299825727-7,2.46,1.08,8.8,,
792, La Noche, Carne molida,96331726967-6,2.44,1.18,7.5,1,
793, El Viaje, Salchichas,210468233883-6,3.26,1.1,12.6,,
794, El Viaje, Avena instantánea,147721896827-3,1.37,0.49,7.6,,1
795, El Viaje, Mermelada de fresa,136130366860-5,1.1,0.41,22.7,,1
796, El Viaje, Berenjenas,209630892216-7,1.51,0.57,6.6,1,1
797, El Viaje, Ketchup,127286224663-2,2.51,0.94,8.4,1,1
798, El Viaje, Nueces mixtas,75058713137-6,3.1,0.95,15.3,,1
799, El Viaje, Cereal de avena,183935807288-9,3.25,1.45,21.8,1,
800, El Viaje, Cebollas blancas,187181064544-1,3.73,1.62,12.1,1,1
801, El Viaje, Sopa de tomate,170330121815-1,3.04,1.42,11.3,,
802, El Viaje, Refresco de toronja,183596335112-8,3.43,1.56,13,1,1
803, El Viaje, Leche entera,150967154084-9,4.02,1.87,22.5,,1
804, El Viaje, Mermelada de frambuesa,93480229793-7,2.53,1.18,7.9,,
805, El Viaje, Lechuga iceberg,142123011885-3,3.3,1.27,17.7,,1
806, El Viaje, Mantequilla de almendras,165908050714-9,2.98,1.27,8.5,1,
807, El Viaje, Chocolate negro,143797695217-9,1.62,0.62,22.2,,
808, El Viaje, Cebollas blancas,71030402124-4,1.59,0.6,20.4,1,
809, El Viaje, Pasta de trigo,185166909039-4,1.4,0.45,19.6,1,1
810, El Viaje, Mantequilla de coco,67445672689-1,0.65,0.28,22.8,1,
811, El Viaje, Guisantes congelados,110829042016-9,3.4,1.08,18.3,1,
812, El Viaje, Cereal de maíz,184329567373-2,3.83,1.66,21.9,1,
813, El Viaje, Arroz blanco,101984899817-4,1.66,0.55,15,1,
814, El Viaje, Carne molida,49757388293-5,1.98,0.94,19.6,,
815, El Viaje, Salchichas,158634482442-8,1.05,0.5,12.3,,
816, El Viaje, Sopa de pollo,35653833330-4,2.62,1.01,18.2,1,1
817, El Viaje, Yogur de vainilla,225802890598-8,1.92,0.65,18.1,1,1
818, El Viaje, Jugo de manzana,157688564956-4,1.55,0.51,22.6,1,
819, El Viaje, Arándanos frescos,125059383928-9,3.17,1.1,19.4,1,
820, El Viaje, Atún en lata,219597560345-3,0.8,0.34,7.7,,
821, El Viaje, Agua mineral,116215241729-9,2.19,0.88,8,1,
822, El Viaje, Arándanos frescos,140000280558-8,2.13,0.76,19.3,,1
823, El Viaje, Caldo de pollo,117889925061-4,3.93,1.71,7.6,1,1
824, El Viaje, Helado de vainilla,125896725594-2,2.42,1.05,20.3,1,1
825, El Viaje, Aceite de oliva,33033232509-4,3.24,1.09,21,1,1
826, El Viaje, Salsa de pescado,96512801825-3,2.1,0.83,10.3,1,
827, El Viaje, Refresco de toronja,139896171152-9,1.09,0.4,8.7,1,
828, El Viaje, Tomates maduros,158421797214-3,1.48,0.6,20.4,,1
829, El Viaje, Té verde,131052028953-9,2.49,1.03,16.4,,1
830, El Viaje, Huevos orgánicos,78824517427-2,2.81,1.09,8.5,,
831, El Viaje, Pimientos verdes,187701611577-4,1.81,0.8,9.2,,1
832, El Viaje, Manzanas rojas,64720962463-9,3.71,1.25,15.8,,
833, El Viaje, Pasta de trigo,47870019733-2,2.74,1.3,19.7,,
834, El Viaje, Tostadas de trigo,61136233031-7,3.39,1.04,10.5,,1
835, El Viaje, Té negro,180532152711-2,4,1.86,14.1,,
836, El Viaje, Cereal de maíz,194296235501-3,1.35,0.51,21.9,1,1
837, El Destino, Cebollas blancas,35939017593-6,1.86,0.57,9.4,,
838, El Destino, Agua mineral,114698955714-4,2.96,1.35,7.2,,1
839, La Leyenda, Queso fresco,92588600217-5,0.76,0.34,15.1,,
840, La Leyenda, Agua mineral,100595400750-5,1.57,0.7,17.9,1,
841, La Leyenda, Espárragos frescos,214731907666-4,2.12,0.63,10.9,1,1
842, La Leyenda, Pimientos naranjas,97010671316-2,3.67,1.56,19.8,1,
843, La Leyenda, Piña en almíbar,140394040643-8,3.37,1.27,8.7,1,
844, La Leyenda, Helado de vainilla,158919666707-7,3.79,1.72,18,1,
845, La Leyenda, Jugo de manzana,105750704109-1,1.63,0.79,7.7,1,1
846, La Leyenda, Pasas de uva,53523192583-4,1.96,0.89,17.1,,
847, La Leyenda, Leche de almendras,162400286734-9,4.4,1.3,20.7,1,
848, La Leyenda, Yogur natural,39419637619-9,2.59,1,14.6,,
849, La Leyenda, Maíz dulce enlatado,229568694887-7,1.89,0.8,8.7,,
850, La Leyenda, Pan integral,35834908187-3,1.52,0.6,7.5,,1
851, La Leyenda, Pimientos naranjas,155230827867-8,2.88,0.88,9.8,,1
852, La Leyenda, Galletas integrales,97743903576-9,0.79,0.28,9.1,,1
853, La Leyenda, Refresco de naranja,217031247437-5,4.44,1.94,11.1,,1
854, La Leyenda, Té negro,88791185558-3,1.83,0.61,11.4,1,
855, La Leyenda, Espaguetis de trigo integral,66680830061-2,2.76,0.95,10.7,,1
856, La Leyenda, Carne molida,74687630592-2,2.74,0.86,16.3,1,1
857, La Leyenda, Arándanos frescos,133849238215-2,2.54,0.88,12.3,1,
858, La Leyenda, Tostadas de trigo,71102901160-9,2.54,0.78,7.3,,
859, La Leyenda, Tomates maduros,114486270487-3,1.5,0.75,17.1,,
860, La Leyenda, Canela en polvo,133011896549-5,2.68,1.17,17.9,1,1
861, La Leyenda, Lechuga iceberg,105642128288-8,2.81,1.39,9.4,,
862, La Leyenda, Yogur de vainilla,27615422427-2,3.13,1.2,10.2,,
863, La Leyenda, Cereal de arroz,81517617283-1,3.41,1.25,11.3,1,1
864, La Leyenda, Leche entera,220511867463-1,1.87,0.83,13.1,1,1
865, La Leyenda, Helado de pistacho,203660924731-6,3.2,1.58,10.1,1,
866, La Leyenda, Helado de pistacho,216927138029-8,3.96,1.56,11.8,,1
867, La Leyenda, Salsa de soja,129323057711-2,2.15,0.83,12.9,1,1
868, La Leyenda, Jugo de piña,71836133420-9,4.1,1.7,15.1,1,
869, La Leyenda, Helado de pistacho,120478915512-7,2.43,1.03,17.9,1,
870, La Leyenda, Plátanos maduros,199238853633-2,2.26,0.76,21,1,
871, La Leyenda, Salsa de barbacoa,92977893889-1,2.91,1.06,18,1,1
872, La Leyenda, Palomitas de maíz,100984694419-1,2.89,0.88,20.2,,
873, La Leyenda, Galletas de avena,160146302043-5,2.69,0.91,14.1,,
874, La Leyenda, Avena instantánea,97399964987-3,1.82,0.85,12,,
875, El Mito, Papas fritas,140783334314-6,3.94,1.44,18.4,1,1
876, El Mito, Jugo de naranja natural,159308960376-8,1.96,0.6,21.9,,1
877, El Mito, Salsa de barbacoa,131939192115-2,1.81,0.86,10.8,1,
878, El Mito, Chocolate negro,79711680589-6,2.14,1.02,19.7,1,
879, El Mito, Queso fresco,133613875448-5,1.27,0.63,12.3,1,1
880, El Mito, Helado de pistacho,191834031999-9,4.18,1.4,11.7,,
881, El Mito, Pechuga de pavo,229957988559-9,2.07,0.66,7.6,,
882, El Mito, Refresco de cola,36224201856-3,2.85,1.36,12.1,1,1
883, La Aurora, Espinacas congeladas,155620121538-4,3.32,1.51,8.6,1,
884, La Aurora, Refresco de limón,98133197248-1,2.98,1.36,13.7,,
885, La Aurora, Pan integral,146775979339-9,1.58,0.69,14,1,1
886, La Aurora, Carne molida,225535917460-2,3.56,1.05,8.9,,
887, La Aurora, Aceite de oliva,203425561964-7,2.06,0.66,13.9,,
888, El Camino Real, Limones frescos,156457463205-3,1.01,0.31,8.5,,1
889, El Camino Real, Espinacas congeladas,134844977199-2,1.84,0.84,16.8,1,
890, El Camino Real, Té negro,72098640144-2,2.99,1.21,22.8,1,1
891, El Camino Real, Carne de res,60507110178-7,2.83,0.93,20.3,,
892, El Camino Real, Avena instantánea,134007635533-8,3.13,1.14,15.2,1,
893, La Raíz, Salsa picante,51662967979-1,1.04,0.48,12.2,,
894, La Raíz, Mermelada de frambuesa,54410355745-3,0.65,0.31,10.4,1,
895, La Raíz, Sopa de pollo,108312550604-8,0.74,0.29,17,,
896, La Raíz, Lechuga iceberg,192331901490-5,3.07,1.48,11.2,,
897, La Raíz, Refresco de limón,23455858050-1,0.62,0.22,9.5,,
898, La Raíz, Berenjenas,217316431700-7,1.99,0.69,16.2,,
899, La Raíz, Espaguetis de trigo integral,129712351380-5,2.2,1,20.9,,
900, La Raíz, Miel pura,72225427089-9,2.13,0.83,10.8,,
901, La Costa, Leche de almendras,120868209183-5,3.43,1.6,14.2,1,
902, La Costa, Mantequilla de almendras,199628147302-2,1.11,0.46,10.3,1,
903, La Costa, Té verde,177517791808-6,2.89,0.94,22.5,1,1
904, La Costa, Guisantes congelados,130549693046-9,1.72,0.58,8.3,1,
905, La Costa, Berenjenas,37686199961-3,2.67,1.01,21.5,,
906, La Costa, Salmón ahumado,181939862906-9,0.72,0.27,12.2,,
907, La Costa, Pasas de uva,34599340020-1,3.92,1.86,6.3,1,1
908, La Costa, Pasta de trigo,108099865376-1,0.79,0.31,19.5,1,1
909, La Costa, Salsa picante,25755197821-2,1.78,0.83,11.1,,1
910, El Pueblo, Pollo fresco,28502585589-3,2.11,0.72,16.2,,1
911, El Pueblo, Queso fresco,82404780445-9,2.26,0.87,7.3,,1
912, El Pueblo, Mantequilla de coco,166424131333-5,3.01,1.17,15.2,1,1
913, El Pueblo, Espaguetis de trigo integral,204548087893-5,2.04,0.7,15,1,
914, El Pueblo, Atún en lata,217814301191-3,2.82,1.2,7.1,1,1
915, El Pueblo, Jugo de manzana,104411026536-2,3.29,1.04,18,,
916, El Pueblo, Cereal de avena,46924102246-2,2.94,0.87,16,1,
917, El Pueblo, Salsa picante,95566884337-4,1.28,0.57,18.1,,
918, El Pueblo, Té negro,174326822458-7,3.4,1.55,14.2,,1
919, El Pueblo, Cereal de arroz,152216466962-7,1.76,0.82,16.3,1,1
920, El Pueblo, Maíz dulce enlatado,105248368202-6,0.84,0.26,8.5,1,
921, El Pueblo, Sopa de tomate,219384875118-8,1.55,0.61,16.9,,
922, El Pueblo, Chocolate negro,156638538062-3,2.97,1,13.9,,1
923, El Pueblo, Espárragos frescos,145047008095-3,1.65,0.62,17,,
924, El Pueblo, Té verde,82798540530-7,3.09,0.97,22.3,,
925, El Pueblo, Salmón ahumado,207453872977-8,0.87,0.37,12,,1
926, El Pueblo, Espárragos frescos,155226361453-8,0.64,0.2,9.3,1,1
927, El Pueblo, Helado de vainilla,57103455602-3,0.72,0.35,8.1,,1
928, El Pueblo, Helado de fresa,141122806487-5,1.89,0.66,9.8,1,1
929, El Pueblo, Té verde,124271863758-5,0.61,0.23,13.4,1,
930, El Pueblo, Yogur de frutas,137538077055-9,1.7,0.55,8,1,
931, El Pueblo, Salmón ahumado,104908896027-6,2.18,0.91,21.2,,
932, El Pueblo, Vinagre balsámico,47421971736-9,1.82,0.67,12.8,,
933, El Pueblo, Refresco de cola,72084895431-7,3.87,1.45,10.7,1,1
934, El Pueblo, Jugo de piña,95869934260-4,1.26,0.53,13.4,,
935, El Pueblo, Helado de pistacho,73759578763-6,3.21,1.23,7.9,,1
936, El Pueblo, Espárragos frescos,81766379296-3,3.18,1.36,6.8,,
937, El Pueblo, Fresas frescas,195902886211-2,4.14,1.39,22.9,1,1
938, El Pueblo, Jugo de piña,78181649862-6,1.84,0.77,17.9,1,
939, La Vida, Refresco de toronja,121565019189-1,0.8,0.38,11.3,,
940, La Vida, Helado de vainilla,195065544545-3,3.25,1.26,15.2,,
941, La Vida, Helado de fresa,112720876990-1,4.53,1.7,19.2,,
942, La Vida, Ketchup,183342761218-6,2.68,1.11,18.6,,
943, La Vida, Pan integral,85219855367-4,2.83,0.97,19.5,1,
944, La Vida, Sopa de pollo,169239206252-8,1.01,0.45,17.2,1,
945, La Vida, Chocolate negro,152388263523-4,2.61,0.88,12.9,,
946, La Vida, Jugo de arándano,165654476820-2,3.26,1.1,6.3,1,
947, La Vida, Refresco de cola,133025295792-4,0.74,0.25,16.8,1,
948, La Vida, Sopa de verduras,227563472209-7,3.39,1.25,17.7,,
949, La Vida, Miel pura,124181153595-1,2.88,1.11,11.1,1,
950, El Corazón, Cebollas blancas,147966192422-9,3.98,1.57,10,,
951, El Corazón, Mantequilla,100056642591-5,2.21,0.68,16.9,1,
952, El Corazón, Sopa de tomate,108063443124-2,3.33,1.12,22.9,1,
953, El Corazón, Mantequilla de maní,222199950039-7,3.14,1.37,17.9,1,1
954, El Alma, Agua mineral,104478713689-6,1.99,0.87,9.1,1,
955, El Alma, Miel pura,147862083016-6,4.39,1.87,16,,
956, El Alma, Cereal de avena,166387709081-6,1.37,0.52,10.5,1,1
957, El Alma, Tostadas de trigo,139017940817-4,3.4,1.35,14.2,1,1
958, El Alma, Vinagre balsámico,86790429293-5,1.56,0.65,20.7,1,
959, El Alma, Pimientos rojos,59918530523-1,1.72,0.51,18.1,,
960, El Alma, Mantequilla de maní,143937881409-6,2.46,0.8,18.9,,1
961, El Alma, Pasas de uva,127086938679-3,1.5,0.57,9.6,,1
962, El Alma, Sopa de pollo,140353151977-7,2.14,0.89,9.8,1,1
963, El Alma, Tofu orgánico,52749071656-8,2.75,1.09,21.5,1,1
964, El Alma, Pepinos frescos,202262147366-6,2.28,1.09,17.5,,
965, El Alma, Helado de vainilla,43904929457-4,1.75,0.65,18.2,,1
966, El Alma, Cereal de maíz,122664867578-9,2.85,1.27,8.4,1,
967, El Alma, Jugo de naranja natural,100554512082-8,0.7,0.33,12.9,1,1
968, El Alma, Tofu orgánico,82762118278-9,1.47,0.71,10,,1
969, El Alma, Manzanas rojas,196898625193-9,2.02,0.89,7.8,,
970, El Alma, Champiñones frescos,79177388846-6,3.56,1.3,14.6,,1
971, El Alma, Chocolate negro,122560758173-9,3.26,0.97,10.6,1,1
972, El Alma, Pechuga de pavo,141086384235-2,2.55,1.01,8,,
973, El Alma, Frijoles negros,113716615974-6,1.54,0.61,15.5,,1
974, El Alma, Atún en lata,61489104450-9,0.91,0.31,7.2,1,1
975, El Alma, Jugo de piña,170366198598-3,4.31,1.91,7.5,,1
976, El Recuerdo, Yogur de vainilla,47385549484-6,1.34,0.57,18.7,1,
977, El Recuerdo, Helado de pistacho,156154067813-7,0.87,0.34,12.2,1,
978, El Sueño, Caldo de pollo,169420281110-1,1.83,0.79,18.3,1,
979, La Paz, Mermelada de fresa,81816200792-3,4.33,2.09,19.2,,
980, La Paz, Té negro,24329276502-4,1.97,0.6,10.6,1,
981, La Esperanza, Pimientos rojos,72972058593-1,1.45,0.5,20.7,,
982, La Esperanza, Pimientos rojos,151731996714-5,3.3,1.18,12.9,,
983, La Esperanza, Champiñones frescos,129621641218-8,0.94,0.32,21.3,,
984, La Esperanza, Pollo fresco,137628441751-5,0.93,0.28,6.6,1,1
985, La Esperanza, Yogur griego,196790049374-3,0.82,0.4,12.6,1,1
986, La Esperanza, Té verde,53269618689-1,4.01,1.47,15.3,,1
987, La Esperanza, Vinagre de manzana,96652988016-7,2.97,1.29,19.5,,
988, La Esperanza, Salsa de barbacoa,115178614079-5,4.14,1.63,7.3,1,
989, La Esperanza, Salsa de soja,87808845817-2,0.96,0.35,13.8,1,
990, La Esperanza, Yogur natural,35581334291-8,3.57,1.27,8.3,1,
991, La Esperanza, Champiñones frescos,89483529150-6,3.72,1.26,18.1,1,
992, La Esperanza, Helado de chocolate,228477779328-5,2.05,1,9.3,,
993, La Esperanza, Aceite de oliva,211626836598-3,4.53,2.02,16.7,1,1
994, La Esperanza, Limones frescos,144118956266-9,0.91,0.27,16.5,,
995, La Esperanza, Pimientos amarillos,56514875946-5,1.32,0.63,22.8,,
996, La Esperanza, Pan integral,206027951656-2,0.97,0.32,15.5,1,
997, La Esperanza, Palomitas de maíz,47670733749-6,3.77,1.79,22.9,1,
998, La Esperanza, Carne molida,126430671871-7,1.43,0.43,8.4,,
999, La Esperanza, Pasta de trigo,104320316374-7,3.1,1.29,18,1,1
1000, La Esperanza, Café colombiano,112327116905-2,3.08,1.46,7.8,1,
1001, La Alegría, Aceitunas verdes,171488724528-4,2.89,1.2,20.9,,1
1002, La Alegría, Salsa de pescado,108742387472-3,3.16,0.97,7.9,1,1
1003, La Alegría, Refresco de limón,71351663170-2,0.89,0.33,14.9,1,
1004, La Alegría, Agua mineral,89877289235-4,3.29,1.11,16.6,1,
1005, La Alegría, Pepinos frescos,62507520974-7,3.14,0.93,23,1,
1006, La Alegría, Almendras naturales,217280009448-5,2.45,0.92,8.8,,
1007, La Alegría, Galletas integrales,64182204306-2,2.6,1.21,7.6,,1
1008, La Alegría, Café colombiano,148201555192-2,1.02,0.33,20.9,,
1009, La Alegría, Helado de pistacho,186325511752-2,3.4,1.31,12.9,1,
1010, La Alegría, Yogur natural,199591725049-8,3.04,1.42,7.5,1,1
1011, La Alegría, Pimientos verdes,111987644731-6,3.63,1.54,15.5,,1
1012, La Alegría, Galletas integrales,25325015483-4,3.16,1.47,7.2,,1
1013, La Alegría, Salsa de tomate,73967797577-6,1.78,0.86,21.7,1,1
1014, La Alegría, Helado de pistacho,152727735698-9,0.68,0.28,7.7,1,
1015, La Armonía, Maíz dulce enlatado,130617380202-8,2.51,1,18.9,1,1
1016, La Armonía, Aceitunas verdes,83649281440-5,1.34,0.49,17.9,,1
1017, La Armonía, Frijoles negros,197785788355-2,3.31,1.34,22.4,,1
1018, La Armonía, Berenjenas,135039451300-1,1.07,0.33,17.4,,1
1019, La Armonía, Mermelada de fresa,123447921335-8,4.28,1.44,22.4,,1
1020, La Felicidad, Almendras naturales,115567907750-1,0.58,0.22,15.4,,
1021, La Felicidad, Pollo fresco,33223240197-9,1.4,0.49,13.2,,1
1022, La Felicidad, Queso cheddar,35970627963-6,1.73,0.67,13.1,1,1
1023, La Felicidad, Yogur griego,89872822821-5,1.88,0.76,14.8,,1
1024, La Felicidad, Mantequilla,173892173707-5,4.53,1.65,7.9,1,
1025, La Felicidad, Cereal de avena,212016130267-6,1.66,0.61,19.6,,
1026, La Felicidad, Plátanos maduros,225282343564-8,2.44,0.98,11.8,1,
1027, La Felicidad, Almendras naturales,137678263247-6,2.65,0.84,7.2,1,
1028, La Felicidad, Pimientos amarillos,80191338956-8,2.57,1.12,18.5,1,
1029, La Felicidad, Mantequilla,48060027419-6,1.92,0.86,6.4,,1
1030, La Felicidad, Pasta de trigo,126819965540-3,3.02,1.35,13.2,1,1
1031, La Felicidad, Sopa de verduras,104709610043-2,1.39,0.57,10.6,1,1
1032, La Felicidad, Carne molida,57741511284-6,0.63,0.28,16.7,,
1033, La Felicidad, Cereal de maíz,171878018199-1,2.19,0.8,7.3,,
1034, La Felicidad, Carne de res,109131681144-5,3.33,1.05,23,1,
1035, La Felicidad, Atún en lata,97540151179-7,1.27,0.45,19.3,1,
1036, La Felicidad, Aceite de oliva,171040676533-9,2.45,0.83,15.2,1,1
1037, La Felicidad, Huevos orgánicos,88696008980-1,0.66,0.24,14.6,1,
1038, La Felicidad, Manzanas rojas,217669303119-6,0.85,0.42,17.3,,1
1039, La Felicidad, Yogur de frutas,64571497975-1,0.93,0.44,10.4,,
1040, La Felicidad, Arroz blanco,148590848863-6,1.51,0.65,17.9,,1
1041, La Felicidad, Pimientos amarillos,186714805423-4,0.81,0.26,21,,1
1042, La Felicidad, Refresco de cola,199981018721-4,1.32,0.63,17.4,1,
1043, La Felicidad, Vinagre de manzana,112376938401-5,1.8,0.65,8.2,,1
1044, La Felicidad, Pan blanco,54890014110-7,1.45,0.5,10.7,1,1
1045, La Felicidad, Jugo de manzana,103532796204-9,4.24,1.92,13.3,1,
1046, La Felicidad, Té negro,182292734325-5,1.9,0.85,10.3,1,1
1047, La Felicidad, Pimientos rojos,79408285199-2,3.7,1.25,10.5,1,
1048, La Felicidad, Refresco de cola,32440186440-4,2.53,1.2,20.5,1,1
1049, La Felicidad, Plátanos maduros,146576693355-7,4.5,1.56,8.8,,
1050, La Felicidad, Yogur de frutas,83830356298-4,1.47,0.48,16.1,1,
1051, El Amor, Carne de res,72238826333-6,0.6,0.19,14.1,,
1052, El Amor, Cereal de maíz,145739351689-9,1.6,0.68,17.9,,
1053, El Amor, Espinacas congeladas,63394684136-7,2.12,1.01,19.4,,
1054, El Amor, Tomates maduros,218167172610-3,1.7,0.77,14.7,,
1055, El Amor, Agua mineral,93638627111-6,1.86,0.66,18.5,,
1056, El Amor, Mermelada de frambuesa,177657977997-1,3.36,1.06,16.1,1,
1057, El Amor, Guisantes congelados,160807035267-5,1.64,0.63,19.8,1,
1058, El Amor, Pimientos amarillos,174073248565-3,3.16,1.49,15.1,1,
1059, El Amor, Jugo de arándano,141444067536-2,2.61,0.93,17,1,
1060, El Amor, Yogur de vainilla,83957143246-5,3.29,1.34,20.9,,
1061, El Amor, Palomitas de maíz,132599925337-2,1.9,0.85,16.2,,
1062, El Amor, Mantequilla de almendras,156384964166-6,2.73,1.08,20,1,
1063, El Amor, Tostadas de trigo,134274608670-3,3.64,1.19,21.5,1,
1064, El Amor, Carne de res,213532416284-2,0.62,0.29,18.2,1,
1065, El Amor, Papas fritas,120668923199-3,2.15,1,21.9,1,
1066, El Amor, Yogur de frutas,209947686849-2,3.31,1.4,18.2,,
1067, El Amor, Tofu orgánico,46331056176-6,1.99,0.8,13.4,1,
1068, El Amor, Queso fresco,119831581533-6,2.42,1.05,17.3,,
1069, El Amor, Refresco de limón,37486913977-8,0.65,0.28,18.9,,
1070, La Sonrisa, Queso fresco,192259402454-7,4.02,1.58,22.7,,
1071, La Sonrisa, Leche de almendras,94136496602-4,3.02,1.2,19.3,,
1072, La Sonrisa, Refresco de cola,178155847490-5,2.23,0.67,21.2,1,
1073, La Sonrisa, Refresco de limón,135505710421-8,3.95,1.6,8.3,1,
1074, La Sonrisa, Pepinos frescos,148771923721-7,3.59,1.53,20.3,1,
1075, La Sonrisa, Cereal de maíz,116142742693-3,1.76,0.67,21.8,,
1076, La Sonrisa, Refresco de limón,210680919110-3,3.71,1.77,8.9,,
1077, La Sonrisa, Salsa de soja,107298600494-7,4.22,1.66,20.9,,
1078, La Sonrisa, Sopa de verduras,131083639323-3,1.88,0.82,8,,
1079, La Sonrisa, Canela en polvo,108973283826-7,2.53,1.2,22.4,,
1080, La Sonrisa, Pimientos rojos,116980084359-8,2.51,1.17,22.9,1,
1081, La Sonrisa, Helado de vainilla,146965987024-5,3.33,1.22,10,,
1082, La Sonrisa, Fresas frescas,29244750677-9,2.19,0.65,23,1,
1083, La Sonrisa, Almendras naturales,72628120004-9,0.57,0.23,10.1,1,
1084, La Sonrisa, Chocolate negro,91153746068-4,1.57,0.62,10.6,1,
1085, La Sonrisa, Helado de fresa,63783977805-2,2.57,1.04,7.2,,
1086, La Sonrisa, Refresco de limón,218556466281-5,2.9,1.03,11,,
1087, La Sonrisa, Pimientos amarillos,120433560429-1,1.9,0.88,7.6,,
